developer,year_posted,recommend,review_sent
Gaijin Games,2011,2,4
Tindalos Interactive,2015,2,4
Gaijin Entertainment Corporation,2015,2,4
Trashmasters,2014,1,4
Colibri Games,2014,2,4
3 Sprockets,2012,2,4
Blit Software,2016,5,4
Goldhawk Interactive,2014,2,4
Zootfly,2014,2,4
Zoo Corporation,2016,2,4
Choice of Games,2014,2,4
"2K Boston,2K Australia",2012,2,4
Zero Sum Games,2015,3,4
Zen Studios,2014,1,4
2D BOY,2013,2,4
Heydeck Games,2015,2,4
Zeboyd Games,2011,2,4
"Circle Five Studios,Pub Games",2014,3,4
Zachtronics,2016,2,4
Zachtronics,2011,2,4
Hidden Path Entertainment,2015,2,4
Giant Army,2016,2,4
Hitbox Team,2014,2,4
Chris Sawyer Productions,2014,2,4
Hitcents,2013,2,4
Cavedog Entertainment,2016,1,4
id Software,2012,3,4
橘子班,2016,4,4
"Capybara,Superbrothers,Jim Guthrie",2014,2,4
stillalive studios,2016,2,4
Grip Games,2014,3,4
Blendo Games,2016,2,4
Grynsoft,2016,2,4
Gravity Interactive,2016,2,4
Handyman Studios,2015,0,4
ninjalex,2015,2,4
Gravity Interactive,2015,3,4
Blendo Games,2011,3,4
inner seas,2015,2,4
1C: Maddox Games,2015,2,4
inXile Entertainment,2015,3,4
BlinkWorks Media,2014,2,4
Cavedog Entertainment,2015,3,4
minori,2015,3,4
The Men Who Wear Many Hats,2016,2,4
Hitcents,2014,3,4
Yager Development,2012,4,4
Walter Machado,2015,2,4
Ian Campbell,2013,3,4
Vortal Storm,2016,3,4
Vortal Storm,2015,3,4
Ice Water Games,2016,2,4
Ice-Pick Lodge,2013,3,4
Icetesy SPRL,2015,2,4
WayForward,2013,2,4
"Volition,Reactor Zero,THQ Nordic",2014,3,4
Idea Factory,2016,2,4
Codemasters Studios,2014,2,4
CSR-Studios,2014,4,4
Codename Entertainment Inc.,2015,2,4
2Play,2016,2,4
Idigicon,2015,3,4
Vigil Games,2013,2,4
Idea Factory,2015,2,4
Yager Development,2016,7,4
"Gearbox Software,Aspyr (Mac)",2016,2,4
"WayForward,Abstraction Games",2014,2,4
City Interactive,2015,2,4
YFC games,2015,2,4
Holy Priest,2016,3,4
Clickteam,2015,3,4
Hosted Games,2015,3,4
Hostel Games,2016,1,4
ClockStone,2014,2,4
WayForward,2014,2,4
Cobra Mobile,2013,2,4
Wild Games Studio,2015,0,4
Wild Games Studio,2014,0,4
HyperSloth,2014,3,4
Blit Software,2014,1,4
I Fight Bears,2014,2,4
Weappy Studio,2016,3,4
"WayForward,Abstraction Games",2015,2,4
Hydravision Entertainment,2014,2,4
"Kaos Studios,Digital Extremes",2015,2,4
Gaijin Entertainment Corporation,2013,2,4
GSC Game World,2011,2,4
Lukewarm Media,2012,2,4
Lukewarm Media,2016,1,4
BlueEagle Productions,2014,2,4
Airtight Games,2015,2,4
"Stellar Jockeys,Gausswerks",2016,2,4
Day 1 Studios,2015,2,4
Freebird Games,2012,2,4
Luke Cripps,2016,2,4
Daybreak Game Company,2011,2,4
Star Vault AB,2015,2,4
"Standing Stone Games, LLC",2012,3,4
Stainless Games Ltd,2014,2,4
Stage 2 Studios,2014,2,4
Madruga Works,2015,1,4
Deconstructeam,2014,3,4
FreakZone Games,2014,5,4
Starbreeze,2015,3,4
Sports Interactive,2016,0,4
"Ludosity,Remar Games",2016,3,4
Stout Games,2014,3,4
Lion's Shade,2014,2,4
Frogwares,2015,2,4
Daniel Davies,2015,2,4
Subsoap,2014,2,4
Subsoap,2013,2,4
Stygian Software,2014,2,4
CCCP,2015,1,4
David Stark,2016,2,4
Locomotivah,2015,2,4
Lord Kres,2016,2,4
Phigames,2014,2,4
Love Conquers All Games,2014,2,4
Adam Foster,2016,2,4
The Men Who Wear Many Hats,2015,1,4
"LucasArts,Aspyr Studios",2015,2,4
"Lucid Games,Aspyr (Mac &amp; Linux)",2015,3,4
Studio Fizbin,2015,2,4
Forever Entertainment S. A.,2016,3,4
Spooky Squid Games Inc.,2015,2,4
Marxnet,2015,2,4
Snapshot Games Inc.,2015,2,4
Desert Owl Games LLC,2016,2,4
"Midgar Studio,Fusty Game",2015,2,4
Mighty Rabbit Studios,2014,2,4
Smoking WOLF,2014,2,4
"Mighty Rabbit Studios,Gun.",2014,2,4
Devil's Details,2016,2,4
Beamdog,2013,1,4
Slightly Mad Studios,2016,2,4
Slightly Mad Studios,2015,3,4
Slightly Mad Studios,2014,1,4
Milestone S.r.l.,2015,2,4
Milestone S.r.l.,2016,2,4
Dharker Studio,2015,2,4
Milkstone Studios,2015,3,4
Mimimi Productions,2014,2,4
"Firaxis,Feral Interactive (Mac and Linux)",2016,2,4
Snowblind Studios,2014,3,4
Snowblind Studios,2015,3,4
"Soloweb Studios,Ravens Eye Studio",2015,2,4
Splash Damage,2011,2,4
Masthead Studios Ltd,2014,2,4
Matt Roszak,2015,3,4
Flyleap Studios Pty. Ltd.,2014,2,4
Matt Thorson,2015,2,4
Flyleap Studios Pty. Ltd.,2013,2,4
Matthew Brown,2014,3,4
Matthew Brown,2016,3,4
Maxis™,2016,3,4
Defiant Development,2014,2,4
Defiant Development,2016,2,4
Spark Unlimited,2015,2,4
Megadev,2013,3,4
Flying Helmet Games,2016,2,4
Bytebin,2016,2,4
Fixpoint Productions Ltd.,2014,2,4
Sonic Team,2016,2,4
Dan Walters,2015,1,4
Acid Nerve,2016,2,4
Petroglyph,2014,3,4
Fullbright,2016,1,4
Tamsoft,2016,1,4
A Jolly Corpse,2014,2,4
Krome Studios,2016,3,4
Test3 Projects,2014,5,4
"Team Bondi,Rockstar Leeds",2014,2,4
Laminar Research,2014,1,4
"Lamina Studios,Mike Studios",2016,2,4
Team Chivalry,2012,2,4
Terry Cavanagh,2012,2,4
Cyanide Studios,2014,3,4
Kitfox Games,2016,2,4
KintoGames,2014,0,4
Kojima Productions,2016,2,4
Kudosoft,2014,2,4
Cybertime System,2015,2,4
AMPLITUDE Studios,2012,2,4
Team Meat,2016,3,4
"Big Huge Games,38 Studios",2016,2,4
"Klei Entertainment,Capybara Games",2016,3,4
Koga Tech Limited,2016,2,4
Funcom,2016,2,4
D-Pad Studio,2015,2,4
Teeworlds Team,2015,2,4
D-Pad Studio,2014,2,4
Team Chivalry,2014,4,4
D-Pad Studio,2013,2,4
Abrakam SA,2016,0,4
TURBOGUN,2015,2,4
Terry Cavanagh,2016,2,4
Keen Games,2016,3,4
"Damian Sommer,Emily Carroll",2014,1,4
Switchblade Monkeys Entertainment,2014,2,4
Switchblade Monkeys Entertainment,2015,2,4
Crytek Studios,2013,2,4
Terrible Posture Games,2016,2,4
Keinart Lobre,2016,2,4
Kerberos Productions Inc.,2014,2,4
"Frontier,Aspyr (Mac)",2013,2,4
AGC,2015,3,4
Lazy 8 Studios,2011,2,4
TORaIKI,2014,2,4
DONTNOD Entertainment,2015,3,4
Lazy Monday Games,2015,1,4
Frontwing,2015,2,4
Kinelco &amp; Lone Elk Creative,2015,1,4
Killmonday Games AB,2016,2,4
Kerberos Productions Inc.,2015,1,4
Futuremark,2015,2,4
Frozenbyte,2012,3,4
Young Horses,2016,3,5
Dylan Fitterer,2016,3,5
Zachtronics,2013,3,5
Electronic Arts,2014,3,5
Eleon Game Studios,2016,4,5
Dekovir Entertainment,2014,3,5
Remedy Entertainment,2015,2,5
Reverie World Studios,2014,2,5
United Front Games,2016,4,5
Roll7,2015,4,5
The Indie Stone,2013,7,5
Capcom Vancouver,2015,4,5
tinyBuild,2016,3,5
sparsevector,2015,4,5
"SkyBox Labs,Big Huge Games",2015,4,5
Atelier 801,2016,2,5
The Sims Studio,2013,3,5
Snowblind Studios,2016,3,5
Devil's Details,2015,4,5
"Pinokl Games,Kverta",2016,3,5
Simogo,2015,3,5
Destructive Creations,2016,3,5
Cellar Door Games,2016,3,5
Dovetail Games,2013,3,5
Piranha Games Inc.,2015,3,5
Cherry Pop Games,2014,3,5
Brightrock Games,2015,3,5
Smoking WOLF,2015,2,5
Relic Entertainment,2016,3,5
Spicyhorse Games,2014,3,5
Tasharen Entertainment Inc.,2016,2,5
Airtight Games,2014,4,5
Abbey Games,2015,3,5
"TaleWorlds Entertainment,Flying Squirrel Entertainment",2015,2,5
Vitali Kirpu,2015,6,5
Crazy Viking Studios,2014,4,5
Afterthought LLC,2016,3,5
Red Duck Inc.,2015,2,5
"Ubisoft Montreal, Massive Entertainment, and Ubisoft Shanghai",2012,3,5
"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2016,7,5
Daedalic Entertainment,2014,4,5
"Syrin Studios,Small Impact Games",2016,1,5
Synergy Team,2016,3,5
Arkedo,2016,3,5
Undead Labs,2016,3,5
Eat Create Sleep,2015,5,5
Unknown Worlds Entertainment,2015,5,5
Razorworks,2015,2,5
United Independent Entertainment GmbH,2014,3,5
"Dan  Walters,Ceri Williams",2015,2,5
CCP,2013,3,5
Treyarch,2012,5,5
"Codemasters Racing,Feral Interactive (Mac)",2015,3,5
"Redlynx Ltd,Ubisoft  Shanghaï",2013,3,5
Shumkov Dmitriy,2014,4,5
EightyEightGames,2015,3,5
"Tlön Studios,Ilex Games",2015,2,5
Artifice Studio,2014,3,5
"Relic Entertainment,Feral Interactive (Mac/Linux)",2013,2,5
Archive Entertainment,2015,2,5
"2K Czech,Feral Interactive (Mac)",2016,3,5
Positech Games,2013,1,5
Clever Endeavour Games,2016,3,5
Dan Fornace,2015,6,5
Relic,2016,3,5
Artery Games,2013,3,5
Puny Human,2013,3,5
Wholetone Games,2016,4,5
Reflect Studios,2016,5,5
"Team NINJA,KOEI TECMO GAMES CO., LTD.",2015,2,5
Eforb,2016,3,5
Shield Break Studios,2016,1,5
Star Gem Inc.,2016,3,5
Starbreeze,2014,3,5
CSR-Studios,2015,2,5
Young Horses,2015,5,5
Streum On Studio,2012,3,5
Relic Entertainment,2012,3,5
Muse Games,2016,3,5
Black Shell Games,2015,3,5
Game-Labs,2016,2,5
Ganz,2014,3,5
Behold Studios,2014,4,5
Larian Studios,2016,3,5
Gl33k,2014,2,5
"Frontier,Aspyr (Mac)",2015,4,5
JIW-Games,2015,2,5
Hyper Hippo Games,2014,3,5
"Filip Victor,Valve",2015,3,5
Frogwares,2016,3,5
"Jagex,Artplant",2014,5,5
FlyAnvil,2016,1,5
Oxeye Game Studio,2016,3,5
"Lion Game Lion,OVERKILL - a Starbreeze Studio.",2016,3,5
Facepunch Studios,2010,3,5
Bloober Team SA,2015,5,5
Grynsoft,2015,3,5
Looking Glass Studios,2015,3,5
Octoshark Studios,2015,3,5
Blackbird Interactive,2016,1,5
Ion Storm,2016,2,5
"Infinity Ward,Aspyr (Mac)",2011,3,5
Outerlight Ltd.,2015,5,5
Fred Wood,2014,3,5
Black Isle Studios,2015,5,5
Netcore Games,2014,3,5
Ninja Kiwi,2014,3,5
"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014,3,5
Lag Studios,2016,6,5
Konstantin Koshutin,2014,2,5
Minority Media Inc.,2014,2,5
Orange_Juice,2014,5,5
Kukouri,2015,3,5
FireFly Studios,2016,2,5
"Ironclad Games,Stardock Entertainment",2013,4,5
Funcom,2013,4,5
Nom Nom Games,2014,3,5
Might and Delight,2015,5,5
Payload Studios,2016,6,5
Blazing Griffin,2016,2,5
Microsoft Game Studios,2014,4,5
"OrangeGames,YoudaGames",2016,2,5
"BioWare,Aspyr (Mac)",2016,4,5
Misfits Attic,2014,2,5
Fireproof Games,2016,3,5
Nabi Studios,2016,5,5
"Just Add Water (Developments), Ltd.",2015,4,5
"Hassey Enterprises, Inc.",2015,4,5
Nival,2013,3,5
Farsky Interactive,2016,1,6
Minor Key Games,2016,3,6
Mohawk Games,2015,2,6
Sauropod Studio,2014,3,6
"Monochrome, Inc",2013,4,6
Firaxis Games,2013,5,6
Dischan Media,2014,3,6
Sketchy Logic,2016,3,6
Ankama Studio,2015,2,6
Dinosaur Polo Club,2016,4,6
Sixteen Tons Entertainment,2015,3,6
Modern Dream,2014,4,6
Sector3 Studios,2015,2,6
Doctor Entertainment AB,2016,3,6
Digital Melody,2015,3,6
Murudai,2014,3,6
Andrii Vintsevych,2013,3,6
XLGAMES,2016,2,6
Holotech Studios,2016,4,6
BeamNG,2014,3,6
GhostShark,2016,5,6
Moppin,2015,3,6
Ska Studios,2016,3,6
Dingo Games,2015,3,6
Zachtronics,2015,4,6
Criterion Games,2016,2,6
Nimbly Games,2011,3,6
Rob Howland,2014,3,6
"Arcen Games, LLC",2014,3,6
Ivan Zanotti's MyMadness Works,2016,3,6
Unknown Worlds Entertainment,2016,4,6
Harebrained Schemes,2016,5,6
Harebrained Schemes,2015,3,6
Harebrained Schemes,2014,3,6
"Relic Entertainment,Feral Interactive (Mac/Linux)",2014,5,6
Nihon Falcom,2016,3,6
2D BOY,2014,3,6
Troika Games,2014,3,6
Relic Entertainment,2011,3,6
Relic,2015,3,6
Noio,2016,2,6
"RedLynx, in collaboration with  Ubisoft Shanghai, Ubisoft Kiev",2014,3,6
Creability,2015,2,6
Axis Game Factory,2015,3,6
22cans,2016,2,6
"United Front Games,Feral Interactive (Mac)",2016,1,6
Harebrained Schemes,2013,3,6
Convoy Games,2015,3,6
Trion Worlds,2011,3,6
Urban Games,2015,3,6
Transcendent Games,2015,2,6
Double Damage Games,2016,2,6
SNK CORPORATION,2015,3,6
SFB Games,2016,3,6
Badland Studio,2014,2,6
SEGA,2013,4,6
Failbetter Games,2014,3,6
Giant Squid,2016,4,6
"Circle Five Studios,Pub Games",2015,4,6
Jonathan Wood,2016,3,6
"CI Games,Deck 13",2014,1,6
Runic Games,2012,4,6
Antonio Renna,2016,0,6
"Double Helix Games,Rainbow Studios,THQ Nordic",2013,3,6
"Double Helix Games,Rainbow Studios,THQ Nordic",2014,3,6
"NetherRealm Studios,High Voltage Software",2013,5,6
Zenimax Online Studios,2014,3,6
Zero Point Software,2013,3,6
Treyarch,2011,5,6
Rockstar North / Toronto,2014,4,6
Compulsion Games,2015,3,6
City Interactive,2013,3,6
Joycity,2016,3,6
Infinite Interactive,2011,3,6
GhostShark,2014,3,6
Tasharen Entertainment Inc.,2015,3,6
The Creative Assembly,2013,5,6
"TaleWorlds Entertainment,Flying Squirrel Entertainment",2016,3,6
The Creative Assembly,2014,4,6
2Play,2014,4,6
Big Ant Studios,2014,2,6
"TT Games Ltd,Feral Interactive (Mac)",2016,2,6
Lazy Bear Games,2016,3,6
League of Geeks,2015,3,6
League of Geeks,2016,4,6
TERC,2015,3,6
Daedalic Entertainment,2016,3,6
Idea Factory,2014,2,6
ACE Team,2011,3,6
CCP,2015,3,6
"Gaslamp Games, Inc.",2014,4,6
Big Robot Ltd,2013,3,6
KillHouse Games,2015,4,6
Crytek Studios,2012,3,6
Little Green Men Games,2014,2,6
Frogames,2014,3,6
Landfall,2015,3,6
DICE,2011,4,6
CD PROJEKT RED,2011,3,6
DEVGRU-P,2016,3,6
"CyberConnect2 Co., Ltd.",2015,4,6
ACQUIRE Corp.,2016,3,6
2Play,2015,2,6
"Idea Factory,Compile Heart,Tamsoft",2016,3,6
Vitali Kirpu,2013,3,6
Technomancy Studios,2016,4,6
Konsordo,2015,5,6
The Astronauts,2014,3,6
The Astronauts,2015,3,6
Cybertime System,2016,2,6
Ian Campbell,2014,4,6
Full Control Studios,2013,3,6
ALICE IN DISSONANCE,2015,3,6
LWNA,2016,3,6
Team Reptile,2016,4,6
The Behemoth,2012,4,6
Vine,2014,3,6
Cold Beam Games,2013,4,6
Vigil Games,2015,2,6
Vladimir Maslov,2016,3,6
Team Meat,2012,3,6
Team Jolly Roger,2014,4,6
"Idea Factory,Compile Heart,Felistella",2016,3,6
"Jundroo, LLC",2015,4,6
Studio Pixel,2015,3,6
Adam Foster,2015,3,6
Focus Home Interactive,2015,1,6
"Deep Silver Volition,High Voltage Software",2016,2,6
Maxime Vézina,2016,3,6
Maxis™,2013,4,6
Mechanist Games,2014,4,6
Spasman Games,2016,4,6
"Dejobaan Games, LLC",2014,3,6
"Dejobaan Games, LLC",2016,3,6
Bluebutton Games,2016,3,6
Meridian4,2014,2,6
Sonic Team,2015,3,6
Winter Wolves,2014,3,6
Witch Beam,2015,3,6
Snowblind Studios,2012,3,6
Microblast Games,2014,5,6
"Ironclad Games,Stardock Entertainment",2015,3,6
Microblast Games,2016,2,6
Devil's Details,2014,3,6
Bizarre Creations,2014,4,6
"Milan Kazarka,Jeroen van Oosten",2015,2,6
Milestone S.r.l.,2014,2,6
Black Pants Studio,2013,3,6
@unepic_fran,2013,3,6
ICE Entertainment,2016,3,6
Gas Powered Games,2013,3,6
Stridemann,2015,3,6
Streum On Studio,2014,5,6
Frictional Games,2012,4,6
LucasArts,2013,3,6
GSC Game World,2012,3,6
"Kaos Studios,Digital Extremes",2014,3,6
Blue Manchu,2016,3,6
Airtight Games,2012,3,6
KOG,2016,3,6
Stoic,2015,3,6
Lord Kres,2015,2,6
The Odd Gentlemen,2016,3,6
Day 1 Studios,2014,3,6
Stardock Entertainment,2016,3,6
Stardock Entertainment,2013,3,6
"Thekla, Inc.",2016,3,6
Dead Shark Triplepunch,2014,2,6
Thomas Bowker,2016,3,6
"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason",2015,3,6
Stainless Games,2015,2,6
Stainless Games,2013,5,6
"AlPixel Games,Luis Diaz,Gustavo Santos,Albert Fernandez,Tice Thomason",2016,2,6
Stegersaurus Software Inc.,2016,5,6
Red Barrels,2016,6,6
Cold Beam Games,2011,3,6
Pinterac,2016,1,6
Orange_Juice,2016,4,6
Invent4 Entertainment,2013,4,6
Haemimont Games,2012,3,6
Ubisoft - San Francisco,2015,3,6
Pieces Interactive,2015,2,6
Playdead,2015,3,6
Ubisoft - San Francisco,2016,2,6
Two Tribes,2015,2,6
Pixel Ferrets,2016,3,6
ProjectorGames,2016,3,6
Bitbox Ltd.,2015,3,6
Obsidian Entertainment,2011,3,6
Artery Games,2014,4,6
Reality Pump,2014,1,6
inXile Entertainment,2014,2,6
"Epic Games, Inc.",2014,3,6
Carlsen Games,2014,5,6
Ubisoft Toronto,2015,4,6
Octoshark Studios,2014,5,6
Paradox Development Studio,2011,3,6
"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",2013,3,6
Halfbus,2015,2,6
Gone North Games,2015,4,6
Powerhoof,2014,3,6
"Eric Hartman,Ben Garney,Anthony Rotondo",2013,3,6
"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)",2016,3,6
Electronic Arts,2013,4,6
Pathea Games,2015,3,6
Osumia Games,2015,4,6
"Raven Software,Aspyr (Mac)",2015,6,6
GamePrix,2014,3,6
"Epic Games, Inc.",2015,3,6
4A Games,2014,3,6
Eleon Game Studios,2015,3,6
Over The Moon,2014,2,6
Ubisoft - San Francisco,2013,4,6
"Ubisoft Quebec, in collaboration with Ubisoft Annecy, Bucharest, Kiev, Montreal, Montpellier, Shanghai, Singapore, Sofia, Toronto studios",2015,2,6
U.S. Army,2013,3,6
Ubisoft Montréal,2015,1,6
Over The Moon,2015,4,6
Eforb,2015,2,6
Outerlight Ltd.,2016,3,6
Opus,2015,2,6
Boneloaf,2014,5,6
Hammerfall Publishing,2015,3,6
Erik Asmussen,2014,3,6
Eggcode,2016,3,6
Radiant Entertainment,2016,3,6
DiggerWorld Ltd.,2015,1,7
Alientrap,2015,3,7
Phr00t's Software,2014,4,7
Black Eye Games,2016,4,7
"Codemasters,Feral Interactive (Mac)",2016,4,7
Cosmic Cow LLC,2014,3,7
DoubleDutch Games,2016,6,7
Sumo Digital,2015,7,7
isTom Games Kft.,2015,5,7
Rockstar New England,2016,5,7
"Arcen Games, LLC",2015,4,7
Cold Beam Games,2015,6,7
Brace Yourself Games,2014,5,7
Synergy Team,2013,4,7
Torn Banner Studios,2012,4,7
XYLA Entertainment,2014,3,7
SuperVillain Studios,2015,5,7
Microsoft Game Studios,2015,4,7
1C: Maddox Games,2014,3,7
Shortbreak Studios s.c.,2015,4,7
CI Games,2014,3,7
United Front Games,2015,4,7
"TT Fusion,Traveller's Tales,Feral Interactive (Mac)",2015,4,7
Andrii Vintsevych,2014,0,7
Zombie Panic Team,2012,5,7
Fabio Ferrara,2015,6,7
QUICKTEQUILA,2014,5,7
"Traveller's Tales,TT Games,Feral Interactive (Mac)",2016,5,7
Uber Entertainment,2016,5,7
Semaphore,2014,3,7
Wolfire Games,2016,3,7
PlatinumGames,2016,6,7
Funcom,2015,3,7
Lionhead Studios,2015,4,7
Forever Entertainment S. A.,2015,4,7
Messhof,2016,5,7
Looking Glass Studios,2014,4,7
Alan Edwardes,2015,5,7
BioWare,2015,5,7
Frictional Games,2016,8,7
Noble Empire Corp.,2016,4,7
NAMCO,2014,4,7
TaleWorlds Entertainment,2011,4,7
Eden Studios,2015,3,7
NGD Studios,2016,3,7
BlueLine Games,2015,5,7
Critical Studio,2014,4,7
Giant Army,2014,5,7
Edge of Reality,2016,6,7
"インレ,Inre",2016,5,7
STUDIO RADI-8,2014,3,7
KOG,2013,5,7
Free Reign Entertainment,2016,3,7
"WB Games Montreal,Splash Damage",2016,5,7
Brytenwalda,2014,5,7
Red Dwarf Games,2015,4,7
"Ironclad Games,Stardock Entertainment",2016,4,7
DICE,2016,6,7
"Standing Stone Games, LLC",2015,4,7
Two Tribes,2014,5,7
KillHouse Games,2014,5,7
Power of 2,2015,5,7
GameORE,2014,2,7
Eden Industries,2015,4,7
Crazy Moo Games,2014,2,7
Spearhead Games,2014,3,7
"Pixel Dash Studios, EQgames",2015,3,7
Blender Foundation,2016,5,7
Soviet Games,2016,2,7
Ninja Theory,2013,6,7
Interceptor Entertainment,2013,4,7
Vertigo Gaming Inc.,2015,3,7
"Relic Entertainment,Feral Interactive (Mac/Linux)",2015,5,7
Bethesda Game Studios,2012,4,7
Ninja Kiwi,2016,3,7
Rail Slave Games,2015,2,7
Interceptor Entertainment,2014,3,7
"Relic Entertainment,Feral Interactive (Mac/Linux)",2016,7,7
Johannes Eski,2015,4,8
Tall Tail Studios,2016,2,8
Infinity Ward,2016,3,8
Firaxis Games,2014,6,8
DONTNOD Entertainment,2014,4,8
Double Action Factory,2016,7,8
Haemimont Games,2013,4,8
"Schine, GmbH",2015,5,8
DIMPS,2016,4,8
Sad Panda Studios,2016,5,8
Ankama Studio,2014,4,8
DR Studios,2014,6,8
"Monochrome, Inc",2016,3,8
NGD Studios,2014,5,8
Old School Games,2014,4,8
Lavaboots Studios,2015,4,8
Big Ant Studios,2015,4,8
DONTNOD Entertainment,2013,4,8
Camshaft Software,2015,3,8
Racing Bros,2015,4,8
Ion Storm,2015,5,8
Petroglyph,2015,4,8
"Firaxis Games,Aspyr (Mac, Linux)",2012,5,8
stage-nana,2015,6,8
BioWare,2011,4,8
Ostrich Banditos,2015,5,8
2K Marin,2016,3,8
Black Pants Studio,2014,4,8
"Masangsoft, Inc.",2015,3,8
Madruga Works,2016,3,8
ICE Entertainment,2015,3,8
Bethesda Game Studios,2011,4,8
LuGus Studios,2015,3,8
MachineGames,2016,3,8
"KOEI TECMO GAMES CO., LTD.",2014,5,8
GSC Game World,2016,7,8
MachineGames,2015,4,8
Star Gem Inc.,2013,4,8
Thomas Bowker,2014,5,8
LucasArts,2014,4,8
MR-Software GbR,2015,2,8
Starbreeze Studios AB,2013,5,8
Starbreeze Studios AB,2015,7,8
"2K Marin,2K China,Digital Extremes,2K Australia,Feral Interactive (Mac)",2015,6,8
Eko Software,2013,3,8
Strange Fire,2015,4,8
"M2H,Blackmill Games",2013,3,8
Lukewarm Media,2015,5,8
Vostok Games,2016,6,8
Data Realms,2014,6,8
MoeNovel,2015,5,8
"Sparpweed,Codeglue",2015,4,8
KADOKAWA,2014,4,8
"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",2015,4,8
XLGAMES,2014,4,8
"Klei Entertainment,Capybara Games",2015,4,8
Puppygames,2014,4,8
Lightmare Studios,2014,5,8
Orange_Juice,2015,6,8
Alientrap,2016,5,8
Wyrmbyte,2014,6,8
rdt.32,2015,3,8
Eugen Systems,2016,4,8
Wolfire Games,2013,4,8
Butterscotch Shenanigans,2016,4,8
Blue Manchu,2015,5,8
Abbey Games,2014,5,8
Vertigo Gaming Inc.,2014,6,8
Lino Slahuschek,2016,3,8
Snowblind Studios,2013,4,8
Michaela Laws,2015,4,8
Egosoft,2015,5,8
Humongous Entertainment,2016,4,8
BioWare,2012,4,8
Frogwares,2014,3,8
Priority Interrupt,2014,4,8
Demiurge Studios,2014,3,8
Lionhead Studios,2016,6,8
Soviet Games,2015,4,8
Avalanche Studios,2011,5,8
Alexander Bruce,2016,4,8
Dingaling,2016,6,8
Blender Foundation,2015,4,8
Eyedentity Games Inc.,2013,4,8
S.C. 16 BIT NIGHTS S.R.L.,2015,4,8
Rockstar New England,2015,6,8
"Redlynx Ltd,Ubisoft  Shanghaï",2014,5,8
Frozenbyte,2016,3,8
Axis Game Factory LLC,2015,4,8
Retro Yeti Games,2015,4,8
Brace Yourself Games,2016,4,8
Team Eleven Eleven,2015,5,8
Team Fractal Alligator,2015,6,8
EasyGameStation,2015,5,8
Pathea Games,2014,3,8
Rebellion,2012,3,8
Rockstar Studios,2012,4,8
Cyanide Studio,2014,3,8
Dylan Fitterer,2015,6,8
Rockstar Studios,2015,5,8
"Jackbox Games, Inc.",2015,4,8
Dovetail Games,2016,2,8
"Visual Concepts,Yuke's",2016,5,8
Ubisoft Toronto,2016,4,8
VisualArts/Key,2015,4,8
Blue Bottle Games,2014,8,8
New World Interactive,2013,4,8
"Virtual Basement LLC,Code Headquarters LLC",2015,2,8
Reality Pump Studios,2014,2,8
Team Meat,2011,4,8
Dylan Fitterer,2012,4,8
Rockstar New England,2013,4,8
"Tequila Works, S.L.",2013,4,8
Eyzi,2016,8,8
"Codemasters,Feral Interactive (Linux)",2015,2,8
"Ty Taylor and Mario Castañeda,The Quantum Astrophysicists Guild",2014,4,8
Nvizzio Creations,2016,1,8
Radical Fish Games,2016,4,8
Breakfall,2014,6,8
"CRAZYDIAMOND CO., LTD.",2016,3,8
Arc System Works,2016,3,8
Ivory Tower in collaboration with Ubisoft Reflections,2015,4,8
Crate Entertainment,2015,5,8
EA Redwood Shores,2014,5,8
"Team Bondi,Rockstar Leeds",2013,6,8
GalaxyTrail,2014,4,8
"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka",2015,10,8
"Trion Worlds, Inc.",2015,5,8
Vagabond Dog,2014,6,8
JForce Games,2014,4,8
SANDLOT,2016,4,8
"Rocketeer Games Studio, LLC",2016,4,8
EA Los Angeles,2013,4,8
The Chinese Room,2014,2,9
Oovee® Game Studios,2016,4,9
Payload Studios,2015,4,9
Compulsion Games,2014,5,9
Humongous Entertainment,2015,6,9
Blue Isle Studios,2014,6,9
Phosphor Games Studio,2016,3,9
FireFly Studios,2013,6,9
Matt Roszak,2014,5,9
Remedy Entertainment,2012,6,9
Daniel Davies,2016,5,9
Daedalic Entertainment,2015,5,9
Xtal Sword,2014,5,9
Gaijin Games,2015,6,9
Daniel Jonathan Bourke,2015,7,9
CD PROJEKT RED,2013,8,9
Silver Dollar Games,2016,5,9
Great War Team,2015,4,9
Ensemble Studios,2013,4,9
Lab Zero Games,2016,5,9
Choice of Games,2015,6,9
"Raven Software,Aspyr (Mac)",2014,7,9
kChamp Games,2016,7,9
Orlyapps,2015,5,9
"Ubisoft Sofia,Ubisoft Kiev",2015,5,9
sparsevector,2014,8,9
"Big Huge Games,38 Studios",2015,5,9
Klei Entertainment,2013,5,9
Proton Studio Inc,2016,6,9
EasyGameStation,2014,5,9
Ubisoft Montpellier,2016,5,9
Opus,2014,5,9
Hesketh Studios,2015,5,9
Zero Point Software,2016,4,9
